text,file,line,kind,property,ocr_related,notes
一条龙和配置组任务结束,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,678,cs,string-literal,False,
关闭游戏,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,685,cs,string-literal,False,
关闭软件,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,688,cs,string-literal,False,
关闭游戏和软件,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,691,cs,string-literal,False,
关机,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,695,cs,string-literal,False,
已复制任务: {taskItem.Name},BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,737,cs,string-literal,False,
已删除任务: {taskItem.Name},BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,747,cs,string-literal,False,
请先选择一条龙配置单,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,756,cs,string-literal,False,
当前任务 <{taskItem.Name}> 已禁用，请先启用后再从此开始执行,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,761,cs,string-literal,False,
设置从 <{taskItem.Name}> 开始执行任务列表,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,770,cs,string-literal,False,
请先选择一条龙配置单,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,787,cs,string-literal,False,
请先选择要从此开始执行的任务,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,794,cs,string-literal,False,
当前任务 <{currentTask.Name}> 已禁用，请先启用后再从此开始执行,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,799,cs,string-literal,False,
设置从 <{currentTask.Name}> 开始执行任务列表,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,808,cs,string-literal,False,
请先选择一条龙配置单,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,817,cs,string-literal,False,
清除从此执行标记完成,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,826,cs,string-literal,False,
请输入一条龙配置名称,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,834,cs,string-literal,False,
新增一条龙配置,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,834,cs,string-literal,False,
一条龙配置 {str} 已经存在，请勿重复添加,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,840,cs,string-literal,False,
请先选择要删除的配置,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,858,cs,string-literal,False,
确定要删除配置「{displayName}」吗？,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,866,cs,string-literal,False,
默认配置,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,892,cs,string-literal,False,
配置删除成功,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,915,cs,string-literal,False,
删除配置时失败,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,919,cs,string-literal,False,
删除配置时失败,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,920,cs,string-literal,False,
请先选择要重命名的配置,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,929,cs,string-literal,False,
请输入新的配置名称,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,933,cs,string-literal,False,
重命名配置,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,933,cs,string-literal,False,
配置名称「{newName}」已存在，请使用其他名称,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,946,cs,string-literal,False,
配置重命名成功,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,971,cs,string-literal,False,
重命名配置时失败,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,975,cs,string-literal,False,
重命名配置时失败,BetterGenshinImpact/ViewModel/Pages/OneDragonFlowViewModel.cs,976,cs,string-literal,False,
请输入配置组名称,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,99,cs,string-literal,False,
配置组已存在,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,106,cs,string-literal,False,
配置组 {str} 已经存在，请勿重复添加,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,107,cs,string-literal,False,
是否清空所有任务？,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,124,cs,ThemedMessageBox,False,
清空任务,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,124,cs,string-literal,False,
当前配置组,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,186,cs,string-literal,False,
所有,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,187,cs,string-literal,False,
1天,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,205,cs,string-literal,False,
3天,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,206,cs,string-literal,False,
7天,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,207,cs,string-literal,False,
15天,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,208,cs,string-literal,False,
31天,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,209,cs,string-literal,False,
61天,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,210,cs,string-literal,False,
92天,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,211,cs,string-literal,False,
所有,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,212,cs,string-literal,False,
合并相邻同名配置组,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,222,cs,string-literal,False,
异常情况统计,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,230,cs,string-literal,False,
统计锄地摩拉怪物数,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,238,cs,string-literal,False,
生成锄地规划数据,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,244,cs,string-literal,False,
锄地延时(秒)：,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,288,cs,string-literal,False,
日志分析,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,312,cs,string-literal,False,
日志分析,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,325,cs,string-literal,False,
日志分析,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,379,cs,string-literal,False,
正在准备数据...,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,395,cs,string-literal,False,
未填写cookie，此次将不启用锄地统计！,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,412,cs,string-literal,False,
正在从米游社获取旅行札记数据，请耐心等待！,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,422,cs,string-literal,False,
米游社数据获取成功，开始进行解析，请耐心等待！,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,424,cs,string-literal,False,
访问米游社接口异常，此次将锄地统计将不更新最新数据！,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,430,cs,string-literal,False,
访问米游社接口异常，此次将不启用锄地统计！,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,434,cs,string-literal,False,
未解析出日志记录！,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,461,cs,string-literal,False,
生成日志分析时出错: {ex.Message},BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,480,cs,string-literal,False,
增加了{projects.Count - oldcount}个地图追踪任务,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,549,cs,string-literal,False,
请输入配置组名称,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,623,cs,string-literal,False,
复制配置组,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,623,cs,string-literal,False,
配置组已存在,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,630,cs,string-literal,False,
配置组 {str} 已经存在，复制失败,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,631,cs,string-literal,False,
请输入配置组名称,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,664,cs,string-literal,False,
重命名配置组,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,664,cs,string-literal,False,
配置组已存在,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,676,cs,string-literal,False,
配置组 {str} 已经存在，重命名失败,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,677,cs,string-literal,False,
配置组删除成功,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,709,cs,string-literal,False,
配置组 {item.Name} 已经被删除,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,710,cs,string-literal,False,
删除配置组配置时失败,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,718,cs,string-literal,False,
删除配置组配置失败,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,720,cs,string-literal,False,
配置组 {item.Name} 删除失败！,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,721,cs,string-literal,False,
请选择需要添加的JS脚本,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,735,cs,string-literal,False,
输入搜索条件...,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,749,cs,string-literal,False,
请选择需要添加的键鼠脚本,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,854,cs,string-literal,False,
"执行 shell 操作存在极大风险！请勿输入你看不懂的指令！以免引发安全隐患并损坏系统！
执行 shell 的时候，游戏可能会失去焦点",BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,864,cs,string-literal,False,
请输入需要执行的shell,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,864,cs,string-literal,False,
请选择需要添加的地图追踪任务,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,884,cs,string-literal,False,
请选择需要添加的地图追踪任务,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,885,cs,string-literal,False,
加载地图追踪任务失败: {ex.Message},BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,900,cs,string-literal,False,
加载地图追踪任务时发生错误,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,901,cs,string-literal,False,
排除已选择过的目录,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,920,cs,string-literal,False,
深度搜索,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,925,cs,string-literal,False,
输入筛选条件...,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,931,cs,string-literal,False,
地方特产,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1332,cs,string-literal,False,
加载单个脚本失败：{e.Message},BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1555,cs,string-literal,False,
修改通用设置,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1624,cs,string-literal,False,
此脚本未提供自定义配置,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1661,cs,string-literal,False,
修改JS脚本自定义设置    ,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1667,cs,string-literal,False,
只有JS脚本才有自定义配置,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1684,cs,string-literal,False,
脚本配置移除成功,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1708,cs,string-literal,False,
已移除 {item.FolderName} 下的所有关联配置,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1709,cs,string-literal,False,
脚本配置移除成功,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1727,cs,string-literal,False,
{item.Name} 的关联配置已经移除,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1728,cs,string-literal,False,
打开失败,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1765,cs,string-literal,False,
目录不存在,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1765,cs,string-literal,False,
打开脚本目录失败,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1770,cs,string-literal,False,
打开失败,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1771,cs,string-literal,False,
保存配置组配置时失败,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1857,cs,string-literal,False,
保存配置组配置失败,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1859,cs,string-literal,False,
{scriptGroup.Name} 保存失败！,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1860,cs,string-literal,False,
读取单个配置组配置时失败,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1911,cs,string-literal,False,
读取配置组配置失败,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1913,cs,string-literal,False,
读取配置组配置失败:,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1914,cs,string-literal,False,
读取配置组配置时失败,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1931,cs,string-literal,False,
读取配置组配置失败,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1933,cs,string-literal,False,
读取配置组配置失败！,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1934,cs,string-literal,False,
配置组已存在,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1961,cs,string-literal,False,
配置组 {group.Name} 已经存在，请勿重复添加,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1962,cs,string-literal,False,
未选择配置组,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1979,cs,string-literal,False,
请先选择一个配置组,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,1980,cs,string-literal,False,
配置组设置,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2018,cs,string-literal,False,
循环(,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2149,cs,string-literal,False,
选择需要继续执行的进度记录,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2166,cs,string-literal,False,
确认执行,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2176,cs,string-literal,False,
无法定位到下一个要执行的项目：next为空（,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2225,cs,string-literal,False,
无法定位到下一个要执行的项目:taskProgress为空,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2235,cs,string-literal,False,
循环,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2269,cs,string-literal,False,
全选,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2276,cs,string-literal,False,
选择需要执行的配置组,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2353,cs,string-literal,False,
确认执行,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2361,cs,string-literal,False,
未选择配置组,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2377,cs,string-literal,False,
请至少选择一个配置组进行执行,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2378,cs,string-literal,False,
传入的配置组名称不存在:{Name},BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2410,cs,string-literal,False,
需要执行的配置组为空,BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2420,cs,string-literal,False,
开始连续执行选中配置组:{Names},BetterGenshinImpact/ViewModel/Pages/ScriptControlViewModel.cs,2426,cs,string-literal,False,
启示之花,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,145,cs,string-literal,False,
藏金之花,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,145,cs,string-literal,False,
传说,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,149,cs,string-literal,False,
大师,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,149,cs,string-literal,False,
困难,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,149,cs,string-literal,False,
普通,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,149,cs,string-literal,False,
所有,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,149,cs,string-literal,False,
风险提示,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,266,cs,string-literal,False,
"开启“领取奖励后扫描掉落物光柱”后，角色会在领奖完成后主动移动拾取。部分地脉花点位或特定配队下，可能因为移动范围较大而卡住。

如果你愿意接受这个风险，请继续开启；否则将保持关闭。",BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,267,cs,string-literal,False,
接受风险并开启,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,268,cs,string-literal,False,
不接受，保持关闭,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,269,cs,string-literal,False,
蓝花（经验书）,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,297,cs,string-literal,False,
启示之花,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,299,cs,string-literal,False,
黄花（摩拉）,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,303,cs,string-literal,False,
藏金之花,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,305,cs,string-literal,False,
未设置任务!,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,324,cs,string-literal,False,
请先选择策略,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,383,cs,string-literal,False,
策略文件不存在,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,391,cs,string-literal,False,
请先在下拉列表配置中选择战斗策略！,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,472,cs,string-literal,False,
根据队伍自动选择,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,477,cs,string-literal,False,
当前选择的自动战斗策略文件不存在,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,488,cs,string-literal,False,
圣遗物分解,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,718,cs,string-literal,False,
请选择需要复制的JS脚本,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,728,cs,string-literal,False,
预览 - {scriptProject.FolderName},BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,754,cs,string-literal,False,
请在此输入兑换码，每行一条记录,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,823,cs,string-literal,False,
输入兑换码,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,826,cs,string-literal,False,
没有有效的兑换码,BetterGenshinImpact/ViewModel/Pages/TaskSettingsPageViewModel.cs,843,cs,string-literal,False,
优先选择第一个选项,BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,29,cs,string-literal,False,
随机选择选项,BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,29,cs,string-literal,False,
优先选择最后一个选项,BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,29,cs,string-literal,False,
不选择选项,BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,29,cs,string-literal,False,
60帧模式,BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,40,cs,string-literal,False,
截图器供图,BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,41,cs,string-literal,True,
每行一条记录,BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,85,cs,string-literal,False,
每行一条记录,BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,96,cs,string-literal,False,
精确匹配黑名单：,BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,104,cs,string-literal,False,
模糊匹配黑名单：,BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,111,cs,string-literal,False,
"黑名单配置
",BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,122,cs,string-literal,False,
"每行一条记录。
",BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,123,cs,string-literal,False,
"示例：
",BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,124,cs,string-literal,False,
"精致的宝箱
",BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,125,cs,string-literal,False,
"史莱姆凝液
",BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,126,cs,string-literal,False,
牢固的箭簇,BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,127,cs,string-literal,False,
黑名单配置,BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,128,cs,string-literal,False,
"请在此输入白名单配置，每行一条记录。
",BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,160,cs,string-literal,False,
"示例：
",BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,161,cs,string-literal,False,
"调查
",BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,162,cs,string-literal,False,
"合成
",BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,163,cs,string-literal,False,
"白名单配置，每行一条记录
",BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,167,cs,string-literal,False,
"示例：
",BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,168,cs,string-literal,False,
"调查
",BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,169,cs,string-literal,False,
"合成
",BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,170,cs,string-literal,False,
白名单配置,BetterGenshinImpact/ViewModel/Pages/TriggerSettingsPageViewModel.cs,172,cs,string-literal,False,
合成浓缩树脂,BetterGenshinImpact/ViewModel/Pages/OneDragon/CraftViewModel.cs,7,cs,string-literal,False,
每日委托,BetterGenshinImpact/ViewModel/Pages/OneDragon/DailyCommissionViewModel.cs,7,cs,string-literal,False,
刷秘境,BetterGenshinImpact/ViewModel/Pages/OneDragon/DomainViewModel.cs,7,cs,string-literal,False,
合成浓缩树脂,BetterGenshinImpact/ViewModel/Pages/OneDragon/ForgingViewModel.cs,7,cs,string-literal,False,
刷地脉花,BetterGenshinImpact/ViewModel/Pages/OneDragon/LeyLineBlossomViewModel.cs,7,cs,string-literal,False,
根据队伍自动选择,BetterGenshinImpact/ViewModel/Pages/View/AutoFightViewModel.cs,25,cs,string-literal,False,
根据队伍自动选择,BetterGenshinImpact/ViewModel/Pages/View/AutoFightViewModel.cs,32,cs,string-literal,False,
根据队伍自动选择,BetterGenshinImpact/ViewModel/Pages/View/AutoFightViewModel.cs,90,cs,string-literal,False,
任何路径点,BetterGenshinImpact/ViewModel/Pages/View/PathingConfigViewModel.cs,19,cs,string-literal,False,
只在传送点,BetterGenshinImpact/ViewModel/Pages/View/PathingConfigViewModel.cs,20,cs,string-literal,False,
不回复,BetterGenshinImpact/ViewModel/Pages/View/PathingConfigViewModel.cs,21,cs,string-literal,False,
队伍中角色,BetterGenshinImpact/ViewModel/Pages/View/PathingConfigViewModel.cs,44,cs,string-literal,False,
关闭功能,BetterGenshinImpact/ViewModel/Pages/View/ScriptGroupConfigViewModel.cs,33,cs,string-literal,False,
非精英允许自动拾取,BetterGenshinImpact/ViewModel/Pages/View/ScriptGroupConfigViewModel.cs,34,cs,string-literal,False,
非精英关闭自动拾取,BetterGenshinImpact/ViewModel/Pages/View/ScriptGroupConfigViewModel.cs,35,cs,string-literal,False,
配置组且物理路径相同跳过,BetterGenshinImpact/ViewModel/Pages/View/ScriptGroupConfigViewModel.cs,44,cs,string-literal,False,
物理路径相同跳过,BetterGenshinImpact/ViewModel/Pages/View/ScriptGroupConfigViewModel.cs,45,cs,string-literal,False,
同类型同名跳过,BetterGenshinImpact/ViewModel/Pages/View/ScriptGroupConfigViewModel.cs,46,cs,string-literal,False,
开始时间,BetterGenshinImpact/ViewModel/Pages/View/ScriptGroupConfigViewModel.cs,52,cs,string-literal,False,
结束时间,BetterGenshinImpact/ViewModel/Pages/View/ScriptGroupConfigViewModel.cs,53,cs,string-literal,False,
任何路径点,BetterGenshinImpact/ViewModel/Pages/View/ScriptGroupConfigViewModel.cs,59,cs,string-literal,False,
只在传送点,BetterGenshinImpact/ViewModel/Pages/View/ScriptGroupConfigViewModel.cs,60,cs,string-literal,False,
不回复,BetterGenshinImpact/ViewModel/Pages/View/ScriptGroupConfigViewModel.cs,61,cs,string-literal,False,
计算失败，请检查参数！,BetterGenshinImpact/ViewModel/Pages/View/ScriptGroupConfigViewModel.cs,89,cs,string-literal,False,
当前执行序号为：,BetterGenshinImpact/ViewModel/Pages/View/ScriptGroupConfigViewModel.cs,93,cs,string-literal,False,
暂无前瞻兑换码信息,BetterGenshinImpact/ViewModel/Windows/FeedWindowViewModel.cs,55,cs,string-literal,False,
【实时获取】前瞻直播兑换码,BetterGenshinImpact/ViewModel/Windows/FeedWindowViewModel.cs,66,cs,string-literal,False,
已实时获取前瞻兑换码,BetterGenshinImpact/ViewModel/Windows/FeedWindowViewModel.cs,86,cs,string-literal,False,
获取前瞻兑换码失败: {ex.Message},BetterGenshinImpact/ViewModel/Windows/FeedWindowViewModel.cs,90,cs,string-literal,False,
兑换码已复制到剪贴板,BetterGenshinImpact/ViewModel/Windows/FeedWindowViewModel.cs,128,cs,string-literal,False,
复制兑换码失败: {ex.Message},BetterGenshinImpact/ViewModel/Windows/FeedWindowViewModel.cs,133,cs,string-literal,False,
获取兑换码失败: {ex.Message},BetterGenshinImpact/ViewModel/Windows/FeedWindowViewModel.cs,173,cs,string-literal,False,
读取黑白名单出错：,BetterGenshinImpact/ViewModel/Windows/JsonMonoViewModel.cs,35,cs,ThemedMessageBox,False,
保存失败：,BetterGenshinImpact/ViewModel/Windows/JsonMonoViewModel.cs,48,cs,ThemedMessageBox,False,
保存成功,BetterGenshinImpact/ViewModel/Windows/JsonMonoViewModel.cs,55,cs,string-literal,False,
保存失败：,BetterGenshinImpact/ViewModel/Windows/JsonMonoViewModel.cs,59,cs,ThemedMessageBox,False,
更新地图位置,BetterGenshinImpact/ViewModel/Windows/MapViewerViewModel.cs,61,cs,string-literal,False,
更新当前追踪的路径图像,BetterGenshinImpact/ViewModel/Windows/MapViewerViewModel.cs,79,cs,string-literal,False,
暂时不支持展示路径的地图类型:,BetterGenshinImpact/ViewModel/Windows/MapViewerViewModel.cs,115,cs,string-literal,False,
_currentPathingMap 未初始化,BetterGenshinImpact/ViewModel/Windows/MapViewerViewModel.cs,146,cs,string-literal,False,
启用,BetterGenshinImpact/ViewModel/Windows/Editable/ScriptGroupProjectEditorViewModel.cs,24,cs,string-literal,False,
禁用,BetterGenshinImpact/ViewModel/Windows/Editable/ScriptGroupProjectEditorViewModel.cs,25,cs,string-literal,False,
当前脚本项目未加载,BetterGenshinImpact/ViewModel/Windows/Editable/ScriptGroupProjectEditorViewModel.cs,75,cs,string-literal,False,
当前脚本无需使用HTTP资源,BetterGenshinImpact/ViewModel/Windows/Editable/ScriptGroupProjectEditorViewModel.cs,83,cs,string-literal,False,
