text,file,line,kind,property,ocr_related,notes
{d:DesignInstance Type=viewModel:MainWindowViewModel},BetterGenshinImpact/View/MainWindow.xaml,18,xaml,text,False,
按键绑定,BetterGenshinImpact/View/MainWindow.xaml,156,xaml,Content,False,
退出,BetterGenshinImpact/View/MainWindow.xaml,297,xaml,Header,False,
当前处于编辑模式,BetterGenshinImpact/View/MaskWindow.xaml,390,xaml,Text,False,
可以调整日志框、状态栏控件的位置和大小,BetterGenshinImpact/View/MaskWindow.xaml,399,xaml,Text,False,
右键相关控件可退出编辑状态,BetterGenshinImpact/View/MaskWindow.xaml,409,xaml,Text,False,
西,BetterGenshinImpact/View/MaskWindow.xaml,460,xaml,Text,False,
南,BetterGenshinImpact/View/MaskWindow.xaml,473,xaml,Text,False,
东,BetterGenshinImpact/View/MaskWindow.xaml,486,xaml,Text,False,
北,BetterGenshinImpact/View/MaskWindow.xaml,499,xaml,Text,False,
隐藏,BetterGenshinImpact/View/MaskWindow.xaml,624,xaml,Content,False,
隐藏,BetterGenshinImpact/View/MaskWindow.xaml,625,xaml,ToolTip,False,
显示,BetterGenshinImpact/View/MaskWindow.xaml,637,xaml,Content,False,
显示,BetterGenshinImpact/View/MaskWindow.xaml,638,xaml,ToolTip,False,
正在加载文本...,BetterGenshinImpact/View/MaskWindow.xaml,658,xaml,Text,False,
图片加载中...,BetterGenshinImpact/View/MaskWindow.xaml,749,xaml,Text,False,
搜索当前区域下的标点分类,BetterGenshinImpact/View/MaskWindow.xaml,928,xaml,PlaceholderText,False,
当前显示/全部标点,BetterGenshinImpact/View/MaskWindow.xaml,936,xaml,ToolTip,False,
全部隐藏,BetterGenshinImpact/View/MaskWindow.xaml,945,xaml,ToolTip,False,
全部显示,BetterGenshinImpact/View/MaskWindow.xaml,955,xaml,ToolTip,False,
加载中...,BetterGenshinImpact/View/MaskWindow.xaml,1088,xaml,Text,False,
重置选择,BetterGenshinImpact/View/MaskWindow.xaml,1132,xaml,ToolTip,False,
双击选中要捕获的窗口,BetterGenshinImpact/View/PickerWindow.xaml,80,xaml,Text,False,
{TemplateBinding ContentControl.Content},BetterGenshinImpact/View/Controls/Draggable/DraggableResizableItem.xaml,26,xaml,Content,False,
{TemplateBinding ContentControl.Content},BetterGenshinImpact/View/Controls/Draggable/DraggableResizableItem.xaml,69,xaml,Content,False,
Markdown 加载失败,BetterGenshinImpact/View/Controls/Markdown/MarkdownView.xaml,39,xaml,Text,False,
正在渲染 Markdown…,BetterGenshinImpact/View/Controls/Markdown/MarkdownView.xaml,70,xaml,Text,False,
{TemplateBinding ContentControl.Content},BetterGenshinImpact/View/Controls/Style/ListViewEx.xaml,18,xaml,Content,False,
{d:DesignInstance Type=pages:CommonSettingsPageViewModel},BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,12,xaml,text,False,
UI Language,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,47,xaml,Text,False,
更新,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,54,xaml,Content,False,
Game Language,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,94,xaml,Text,False,
开启后可以拖拽调整日志、状态栏与指标栏位置，并调整大小,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,211,xaml,Text,False,
显示遮罩指标栏,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,280,xaml,Text,False,
显示游戏帧率、处理耗时和硬件占用，指标项可单独选择,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,285,xaml,Text,False,
显示遮罩边框,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,342,xaml,Text,False,
围绕游戏窗口紫色的边框线,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,348,xaml,Text,False,
启用准星,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,398,xaml,Text,False,
在遮罩窗口中心显示准星,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,403,xaml,Text,False,
准星类型,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,423,xaml,Text,False,
准星颜色,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,473,xaml,Text,False,
线宽,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,490,xaml,Text,False,
大小,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,514,xaml,Text,False,
中心点间隔,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,548,xaml,Text,False,
选择图片,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,592,xaml,Text,False,
缩放方式,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,616,xaml,Text,False,
保存奖励识别截图,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,851,xaml,Text,True,
启动时自动更新已订阅的脚本,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,889,xaml,Text,False,
启动时自动同步脚本仓库并更新所有已订阅的脚本,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,894,xaml,Text,False,
命令行启动时也自动更新,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,916,xaml,Text,False,
通过命令行参数启动配置组/一条龙时，先等待脚本更新完成再执行,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,921,xaml,Text,False,
是否就近七天神像恢复血量,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,1197,xaml,Text,False,
启用后将自动选择最近的七天神像，忽略下方指定位置,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,1200,xaml,Text,False,
传送到七天神像之后是否需要移动后回血,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,1215,xaml,Text,False,
启用后将自动向七天神像方向移动,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,1218,xaml,Text,False,
手动导入本地脚本仓库（zip格式）,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,1321,xaml,Text,False,
脚本仓库无法在线更新时使用,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,1326,xaml,Text,False,
导入,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,1333,xaml,Content,False,
BGI界面语言,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,1382,xaml,Text,False,
BGI UI Language,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,1387,xaml,Text,False,
查看地图（开发者）,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,2039,xaml,Text,False,
查看当前识别到的位置,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,2044,xaml,Text,True,
查看地图,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,2049,xaml,Content,False,
直接从 Github 获取最新测试版,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,2156,xaml,Text,False,
访问 Github,BetterGenshinImpact/View/Pages/CommonSettingsPage.xaml,2168,xaml,Content,False,
{d:DesignInstance Type=pages:HomePageViewModel},BetterGenshinImpact/View/Pages/HomePage.xaml,11,xaml,text,False,
WindowsGraphicsCapture 截图方式启用位图缓存,BetterGenshinImpact/View/Pages/HomePage.xaml,198,xaml,Text,True,
云原神出现获取到黑屏图案、原神出现掉帧的情况请尝试关闭此功能，并重启软件,BetterGenshinImpact/View/Pages/HomePage.xaml,203,xaml,Text,False,
启动前自动关闭原神 HDR,BetterGenshinImpact/View/Pages/HomePage.xaml,451,xaml,Text,False,
检测到开启时会自动关闭原神 HDR 注册表设置,BetterGenshinImpact/View/Pages/HomePage.xaml,456,xaml,Text,False,
自动点击获取月卡,BetterGenshinImpact/View/Pages/HomePage.xaml,557,xaml,Text,False,
进入游戏后自动点击月卡，如果有的话,BetterGenshinImpact/View/Pages/HomePage.xaml,562,xaml,Text,False,
{d:DesignInstance Type=pages:HotKeyPageViewModel},BetterGenshinImpact/View/Pages/HotkeyPage.xaml,12,xaml,text,False,
{d:DesignInstance Type=pages:JsListViewModel},BetterGenshinImpact/View/Pages/JsListPage.xaml,12,xaml,text,False,
{d:DesignInstance Type=pages:KeyBindingsSettingsPageViewModel},BetterGenshinImpact/View/Pages/KeyBindingsSettingsPage.xaml,12,xaml,text,False,
此处的按键设置默认对除自动拾取、钓鱼、音游、伐木外的内置功能有效，在设置中打开“启用全局按键映射”开关可对JS脚本、战斗脚本和地图追踪内包含的简易策略脚本生效。请手动设置拾取按键、星之归还按键、隐藏主界面按键。,BetterGenshinImpact/View/Pages/KeyBindingsSettingsPage.xaml,35,xaml,Text,False,
从注册表读取,BetterGenshinImpact/View/Pages/KeyBindingsSettingsPage.xaml,40,xaml,Content,False,
按键绑定,BetterGenshinImpact/View/Pages/KeyBindingsSettingsPage.xaml,63,xaml,Header,False,
{d:DesignInstance Type=pages:KeyMouseRecordPageViewModel},BetterGenshinImpact/View/Pages/KeyMouseRecordPage.xaml,10,xaml,text,False,
播放脚本,BetterGenshinImpact/View/Pages/KeyMouseRecordPage.xaml,110,xaml,Content,False,
{d:DesignInstance Type=pages:MacroSettingsPageViewModel},BetterGenshinImpact/View/Pages/MacroSettingsPage.xaml,10,xaml,text,False,
一键领取奖励,BetterGenshinImpact/View/Pages/MacroSettingsPage.xaml,175,xaml,Text,False,
识别当前页面的领取按钮或礼物图标并点击，需要配置快捷键进行触发,BetterGenshinImpact/View/Pages/MacroSettingsPage.xaml,180,xaml,Text,True,
模式选择,BetterGenshinImpact/View/Pages/MacroSettingsPage.xaml,203,xaml,Text,False,
点按一次会领取当前页面可见图标；按住持续会在松开快捷键时立即停止,BetterGenshinImpact/View/Pages/MacroSettingsPage.xaml,208,xaml,Text,False,
未找到领取图标时滚轮下滑,BetterGenshinImpact/View/Pages/MacroSettingsPage.xaml,230,xaml,Text,False,
仅在按住持续模式下可用,BetterGenshinImpact/View/Pages/MacroSettingsPage.xaml,235,xaml,Text,False,
滚轮下滑幅度,BetterGenshinImpact/View/Pages/MacroSettingsPage.xaml,256,xaml,Text,False,
数值越大，每次未找到领取图标时向下滚动越多,BetterGenshinImpact/View/Pages/MacroSettingsPage.xaml,261,xaml,Text,False,
快速锻造【开发中】,BetterGenshinImpact/View/Pages/MacroSettingsPage.xaml,564,xaml,Text,False,
满收获队列时使用，自动收取并重新锻造水晶块,BetterGenshinImpact/View/Pages/MacroSettingsPage.xaml,570,xaml,Text,False,
{d:DesignInstance Type=pages:MapPathingViewModel},BetterGenshinImpact/View/Pages/MapPathingPage.xaml,14,xaml,text,False,
{d:DesignInstance Type=pages:NotificationSettingsPageViewModel},BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,9,xaml,text,False,
选择需要通知的事件；全部取消选择后按全部通知处理,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,122,xaml,Text,False,
全选,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,127,xaml,Content,False,
取消选择,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,130,xaml,Content,False,
passive（通知但不提醒）,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,1210,xaml,Content,False,
critical（重要通知）,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,1211,xaml,Content,False,
active（默认通知）,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,1212,xaml,Content,False,
sensitive（专注通知）,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,1213,xaml,Content,False,
是,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,1334,xaml,Content,False,
否,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,1335,xaml,Content,False,
"WX_MP,WX_QY_ROBOT,DING_ROBOT,BARK",BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,1710,xaml,PlaceholderText,False,
启用 MeoW 通知,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,2137,xaml,Text,False,
MeoW 推送通知相关设置,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,2142,xaml,Text,False,
用户昵称,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,2164,xaml,Text,False,
填写 MeoW 用户昵称,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,2169,xaml,Text,False,
消息标题（可选）,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,2192,xaml,Text,False,
留空使用默认标题,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,2197,xaml,Text,False,
测试 MeoW 通知,BetterGenshinImpact/View/Pages/NotificationSettingsPage.xaml,2220,xaml,Text,False,
{d:DesignInstance Type=pages:OneDragonFlowViewModel},BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,17,xaml,text,False,
从此执行,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,50,xaml,Header,False,
清除标记,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,52,xaml,Header,False,
选择增加的配置组（可多选）,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,98,xaml,Text,False,
确认,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,119,xaml,Content,False,
留空则不切换队伍,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,485,xaml,PlaceholderText,False,
日期,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,612,xaml,Text,False,
队伍,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,618,xaml,Text,False,
秘境,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,623,xaml,Text,False,
奖励,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,627,xaml,Text,False,
默认,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,640,xaml,Text,False,
留空则不切换队伍,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,648,xaml,PlaceholderText,False,
留空使用默认队伍,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,684,xaml,PlaceholderText,False,
留空使用默认队伍,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,722,xaml,PlaceholderText,False,
留空使用默认队伍,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,759,xaml,PlaceholderText,False,
留空使用默认队伍,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,797,xaml,PlaceholderText,False,
留空使用默认队伍,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,835,xaml,PlaceholderText,False,
留空使用默认队伍,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,874,xaml,PlaceholderText,False,
留空使用默认队伍,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,912,xaml,PlaceholderText,False,
启用奖励识别,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1126,xaml,Text,True,
每轮领取后识别奖励名称与数量，任务结束打印汇总,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1131,xaml,Text,True,
自动首领讨伐,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1144,xaml,Text,False,
自动首领讨伐配置,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1163,xaml,Text,False,
自动传送、战斗并领取奖励,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1168,xaml,Text,False,
仅用于首领讨伐，不覆盖其他策略设置,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1190,xaml,Text,False,
选择首领,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1220,xaml,Text,False,
部分首领因机制问题未添加,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1225,xaml,Text,False,
切换队伍,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1250,xaml,Text,False,
留空则不更换队伍,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1255,xaml,Text,False,
例如：首领队,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1263,xaml,PlaceholderText,False,
指定讨伐次数,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1278,xaml,Text,False,
关闭时刷取至原粹树脂耗尽，开启后按成功领取奖励次数停止,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1283,xaml,Text,False,
讨伐次数：,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1301,xaml,Text,False,
原粹不足时使用须臾树脂补充：,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1316,xaml,Text,False,
原粹不足时使用脆弱树脂补充：,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1323,xaml,Text,False,
每轮讨伐后返回七天神像,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1343,xaml,Text,False,
开启后每次领奖后先回血，再重新前往首领,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1348,xaml,Text,False,
启用奖励识别,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1369,xaml,Text,True,
每轮领取后识别奖励名称与数量，任务结束打印汇总,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1374,xaml,Text,True,
战斗中存在角色死亡时，复活后重新讨伐当前首领,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1400,xaml,Text,False,
自动地脉花,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1422,xaml,Text,False,
（具体参数在 独立任务-自动地脉花 中配置）,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1426,xaml,Text,False,
跳过准备流程,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1446,xaml,Text,False,
跳过部分准备流程（例如传送回七天神像）。,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1451,xaml,Text,False,
树脂耗尽模式,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1479,xaml,Text,False,
按当前树脂与库存自动计算可刷次数，结束后自动停止。,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1484,xaml,Text,False,
刷取次数取小值,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1512,xaml,Text,False,
与手动次数取最小值，避免超过树脂可用次数。,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1517,xaml,Text,False,
刷取次数,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1545,xaml,Text,False,
填 0 则使用独立任务配置。,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1550,xaml,Text,False,
运行日期配置,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1583,xaml,Text,False,
按星期设置类型与国家,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1588,xaml,Text,False,
运行日期与地脉花设置,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1616,xaml,Text,False,
仅在勾选的星期执行；类型/国家留空时使用独立任务默认设置。,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1622,xaml,Text,False,
类型,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1629,xaml,Text,False,
国家,BetterGenshinImpact/View/Pages/OneDragonFlowPage.xaml,1635,xaml,Text,False,
{d:DesignInstance Type=pages:ScriptControlViewModel},BetterGenshinImpact/View/Pages/ScriptControlPage.xaml,11,xaml,text,False,
也可以直接点击导入下面的示例配置组,BetterGenshinImpact/View/Pages/ScriptControlPage.xaml,164,xaml,Text,False,
类型,BetterGenshinImpact/View/Pages/ScriptControlPage.xaml,321,xaml,Header,False,
{d:DesignInstance Type=pages:TaskSettingsPageViewModel},BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,17,xaml,text,False,
停止任务,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,42,xaml,Text,False,
停止任务,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,54,xaml,Content,False,
按下两次ESC（其中一下ESC是消除木材已满的提示）,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,354,xaml,Text,False,
多木材点情况下，一种木材已满的时候使用这个功能,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,359,xaml,Text,False,
战斗结束基准色,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,756,xaml,Text,False,
"判断战斗结束读条颜色，默认为95,235,255，一般无需修改",BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,761,xaml,Text,False,
战斗结束基准色偏差值,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,781,xaml,Text,False,
"对于战斗结束基准色的偏差值，即±某个值（默认为6），例如 6或6,6,6，前者表示所有偏差值都一样，后者则可以分别设置",BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,786,xaml,Text,False,
"(二次拾取：琴首次拾取空,再次拾取。万叶即使刚使用过技能，也会强制再次拾取。)",BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1072,xaml,Text,False,
二次拾取,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1100,xaml,Text,False,
基于经验值判断拾取(经验值57/58/60，不含传奇120等数字),BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1120,xaml,Text,False,
战斗中检测精英怪死亡经验值图标，未检测到时跳过拾取，避免无价值战斗后浪费时间,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1125,xaml,Text,False,
启用奖励识别,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1634,xaml,Text,True,
每轮领取后识别奖励名称与数量（图标匹配+OCR双路），任务结束打印汇总,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1639,xaml,Text,True,
自动首领讨伐,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1694,xaml,Text,False,
自动传送、战斗并领取奖励,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1699,xaml,Text,False,
仅用于首领讨伐，不覆盖其他策略设置,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1730,xaml,Text,False,
选择首领,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1760,xaml,Text,False,
部分首领因机制问题未添加,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1765,xaml,Text,False,
切换队伍,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1790,xaml,Text,False,
留空则不更换队伍,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1795,xaml,Text,False,
例如：首领队,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1803,xaml,PlaceholderText,False,
指定讨伐次数,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1818,xaml,Text,False,
关闭时刷取至原粹树脂耗尽，开启后按成功领取奖励次数停止,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1823,xaml,Text,False,
讨伐次数：,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1841,xaml,Text,False,
原粹不足时使用须臾树脂补充：,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1856,xaml,Text,False,
原粹不足时使用脆弱树脂补充：,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1863,xaml,Text,False,
每轮讨伐后返回七天神像,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1883,xaml,Text,False,
开启后每次领奖后先回血，再重新前往首领,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1888,xaml,Text,False,
启用奖励识别,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1909,xaml,Text,True,
每轮领取后识别奖励名称与数量（图标匹配+OCR双路），任务结束打印汇总,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1914,xaml,Text,True,
战斗中存在角色死亡时，复活后重新讨伐当前首领,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,1940,xaml,Text,False,
自动跟踪,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2294,xaml,Text,False,
强制指定队伍,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2327,xaml,Text,False,
队伍无法被识别时，请按顺序填写队伍内角色名称，逗号分割,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2332,xaml,Text,True,
选择需要钓的鱼,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2400,xaml,Text,False,
选择需要钓的鱼，如果不选择则默认为所有鱼,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2405,xaml,Text,False,
自动地脉花,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2550,xaml,Text,False,
地脉花类型,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2586,xaml,Text,False,
国家,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2614,xaml,Text,False,
(实验性功能) 战斗时按下方设置的间隔尝试靠近或旋转寻找敌人。,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2756,xaml,Text,False,
寻敌间隔（秒）,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2775,xaml,Text,False,
仅在已启用“旋转寻找敌人位置”后生效，最小 1 秒。,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2780,xaml,Text,False,
"(二次拾取：琴首次拾取空,再次拾取。万叶即使刚使用过技能，也会强制再次拾取。)",BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2816,xaml,Text,False,
二次拾取,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2844,xaml,Text,False,
领取奖励后扫描掉落物光柱,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2860,xaml,Text,False,
在地脉花领奖完成后，短时间扫描周围掉落物光柱并靠近拾取；不依赖万叶或琴。部分点位或特定配队下可能因移动范围较大而卡住，请按需开启。,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2865,xaml,Text,False,
领奖后扫描时长（秒）,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2885,xaml,Text,False,
控制领奖后扫描掉落物光柱的最长时长。设为 0 表示不扫描。,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2890,xaml,Text,False,
树脂耗尽模式,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2916,xaml,Text,False,
刷取次数取小值,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2942,xaml,Text,False,
刷取次数,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2968,xaml,Text,False,
使用须臾树脂,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,2997,xaml,Text,False,
使用脆弱树脂,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3023,xaml,Text,False,
战斗队伍名称,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3049,xaml,Text,False,
好感队名称,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3080,xaml,Text,False,
战斗超时时间（秒）,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3109,xaml,Text,False,
不使用冒险之证寻路,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3138,xaml,Text,False,
发送通知,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3164,xaml,Text,False,
在手动烹饪界面运行，自动识别并点击结束烹饪,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3359,xaml,Text,True,
检测间隔（毫秒）,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3385,xaml,Text,False,
每次截图检测的时间间隔，最小 1ms,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3390,xaml,Text,True,
自动结束烹饪任务,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3414,xaml,Text,False,
开启后检测到“自动烹饪”按钮会点击并结束当前任务,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3419,xaml,Text,False,
自动前进,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3928,xaml,Text,False,
自动朝着前方前进，自动飞行、游泳、爬山,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3934,xaml,Text,False,
夜兰自动 E,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3959,xaml,Text,False,
【开发中..】,BetterGenshinImpact/View/Pages/TaskSettingsPage.xaml,3965,xaml,Text,False,
