key,translation,notes
元素战技,,
元素爆发,,
先会进行一次快速分解选择,,
先回战斗节点，失败则去七天神像,,
"先用浓缩,后原粹,其余不用",,
兑换码,,
兑换码已复制到剪贴板,,
兑换码更新通知,,
全局热键：只支持组合键和功能键，软件启动直接生效。键鼠监听：支持任意键盘单键、鼠标侧键，功能启动后才生效（推荐）。点击类型按钮可以切换快捷键类型。其中存在长按需求的功能不能使用全局热键。,,
全局通知设置,,
全自动,,
全自动钓鱼已迁移至独立任务下,,
全自动钓鱼（单个鱼塘）,,
全选,,
全部显示,,
全部隐藏,,
关于,,
关于 BetterGI,,
关机,,
关键帧保存截图（开发者）,,
关闭,,
关闭功能,,
关闭对话过程中出现的弹出页面，可能会误关地图、相机,,
关闭时刷取至原粹树脂耗尽，开启后按成功领取奖励次数停止,,
关闭时，奖励已经领取就会跳过乐曲。开启时，达成了【大音天籁】才会跳过乐曲,,
关闭游戏,,
关闭游戏和软件,,
关闭软件,,
其他 UTC+08,,
其他设置,,
内嵌 data URI 图片,,
内部测试,,
再见,,
冲刺（键盘）,,
冲刺（鼠标）,,
冷却为0时隐藏,,
冷却提示,,
冷却提示开关,,
准备更新，请耐心等待...,,
准星类型,,
准星颜色,,
凯瑟琳,,
凯瑟琳 - 自动重新派遣,,
凯瑟琳 - 自动领取『每日委托』奖励,,
分界时间,,
分界时间参考服务器时区,,
分界时间，一般填0或4，如果填0则当天从0点开始算，如果填4，则当天从凌晨4点开始算，小于4点算前一天。,,
分界时间，一般填0或4，如果填0则当天从0点开始算，如果填4，则当天从凌晨4点开始算，小于4点算前一天，填写小于0的数或大于23，如-1，则不启用，适用于考虑固定刷新时间，且一天内不重复执行的情况。,,
分解圣遗物,,
切换HoYoLab语言时发生异常,,
切换到队伍的名称（为空则不切换）,,
切换地图标点分类时发生异常,,
切换地图点位来源时发生异常,,
切换小队角色1,,
切换小队角色2,,
切换小队角色3,,
切换小队角色4,,
切换小队角色5,,
切换深浅主题或背景样式,,
切换瞄准模式,,
切换走/跑；特定操作模式下向下移动,,
切换队伍,,
切换队伍前强制前往安全的神像区域,,
创建时间,,
初始化背景图片失败，使用默认图片,,
删除,,
删除地图追踪项失败,,
删除失败,,
删除失败: {ex.Message},,
删除成功,,
删除确认,,
删除组,,
删除脚本失败,,
删除脚本失败: {ex.Message},,
删除配置,,
删除配置时失败,,
删除配置组配置失败,,
删除配置组配置时失败,,
"判断战斗结束读条颜色，默认为95,235,255，一般无需修改",,
到达指定时间后，自动停止战斗,,
到达节点前开始减速/下车/切人的距离，超出自定赶路距离时以前者为准,,
刷取次数,,
刷取次数取小值,,
刷取至树脂耗尽,,
刷地脉花,,
刷新,,
刷新地图点位列表时发生异常,,
刷秘境,,
前往七天神像切换队伍可以避免切换队伍时位于异常状态导致切换失败,,
前往指定地区冒险者协会领取,,
前往指定秘境消耗树脂，并自动领取奖励。,,
前往设置,,
前往配置,,
加密密钥,,
加载中...,,
加载单个脚本失败：{e.Message},,
加载地图点位图标失败,,
加载地图点位树时发生异常,,
加载地图追踪任务失败: {ex.Message},,
加载地图追踪任务时发生错误,,
加载点位图片失败,,
动作,,
包含 {node.Children.Count} 个子项,,
北,,
匹配,,
匹配挑战,,
半自动钓鱼,,
半自动钓鱼需要手动抛竿（全自动钓鱼已迁移至独立任务下）,,
协议: GPLv3,,
单位为秒。0表示不扫描掉落物光柱。,,
南,,
压缩包文件 (*.zip)|*.zip,,
原神,,
原神 - 画中画,,
原神|YuanShen.exe;GenshinImpact.exe|可执行文件|*.exe|所有文件|*.*,,
原神启动句柄{hWnd},,
原神启动后自动进入游戏（自动开门、领取月卡）,,
原神安装位置（不支持云原神的联动启动）,,
原神已经启动的情况下，点击“启动”仍旧提示无法找到窗口时使用,,
原神游戏语言,,
原粹不足时使用脆弱树脂补充：,,
原粹不足时使用须臾树脂补充：,,
原粹树脂刷取次数：,,
原粹树脂数量,,
参数指定的一条龙配置：{cmdOptions.OneDragonConfigName},,
双击选中要捕获的窗口,,
发件人姓名,,
发件人邮箱,,
发现新版本,,
发生未知错误，请重试。,,
发送,,
发送对象,,
发送测试载荷,,
发送测试通知,,
发送通知,,
取消,,
取消选择,,
只在传送点,,
只拾取精英掉落模式,,
只有JS脚本才有自定义配置,,
可以为负数，绝对值越大移动越快，请不要配置太大,,
可以从这里获取zip：,,
可以调整日志框、状态栏控件的位置和大小,,
可能要填的时间略大于实际技能CD时间,,
史莱姆凝液,,
右键相关控件可退出编辑状态,,
吃药时间间隔（毫秒）,,
合并相邻同名配置组,,
合成,,
合成,,
